"id";"contract_award_id";"contract_naics_description";"contract_award_description";"contract_parentagency";"contract_currentval";"contract_recipient";"contract_naics";"contract_sop";"contract_date";"contract_stateflag";"contract_agencylogo";"contract_recipient_address";"contract_recipient_district"
290;"F1962800C0100";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"MULTI PLATFORM RADAR TECHNOLOGY INSERTION PROGRAM.";"DEPARTMENT OF DEFENSE (DOD)";1705040000.0;"NORTHROP GRUMMAN SYSTEMS CORPO";334511;"CA";"2000-12-11";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"ONE HORNET WAY";36
291;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"EXTEND THE PERIOD OF PERFORMANCE FOR THE SPACE SURVEILLANCE TELESCOPE TECHNICAL ORDER COMPLETION TASK.";"DEPARTMENT OF DEFENSE (DOD)";4862530000.0;"L3HARRIS TECHNOLOGIES, INC.";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
292;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"EXTENSION TO THE SPACE MANAGEMENT BATTLE LAB PROJECT IN ORDER TO SUPPORT PHASE-OUT ACTIVITIES";"DEPARTMENT OF DEFENSE (DOD)";4862150000.0;"HARRIS CORPORATION";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
293;"F1962800C0100";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"MULTI PLATFORM RADAR TECHNOLOGY INSERTION PROGRAM.";"DEPARTMENT OF DEFENSE (DOD)";1705040000.0;"NORTHROP GRUMMAN SYSTEMS CORPO";334511;"CA";"2000-12-11";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"ONE HORNET WAY";36
294;"F4261098C0001";"ENGINEERING SERVICES";"THE PURPOSE OF THIS PROGRAM IS TO PROVIDE ENGINEERING SERVICES TO THE INTERCONTINENTAL BALLISTIC MISSILE (ICBM) PRIME INTEGRATION CONTRACT (IPIC).";"DEPARTMENT OF DEFENSE (DOD)";10456900000.0;"NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORA";541330;"UT";"1997-12-22";"https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Utah.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"6006 WARDLEIGH RD BLDG 1575";1
295;"F1962800C0100";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"MULTI PLATFORM RADAR TECHNOLOGY INSERTION PROGRAM.";"DEPARTMENT OF DEFENSE (DOD)";1705040000.0;"NORTHROP GRUMMAN SYSTEMS CORPO";334511;"CA";"2000-12-11";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"ONE HORNET WAY";36
296;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"THIS ADMINISTRATIVE MODIFICATION CORERECTS THE DEPARTMENT OF DEFENSE ACTIVITY ADRESS CODE (DODAAC) FOR THE CONTRACTING ACTIVITY, THAT WAS INCORRECTLY STATED ON A PREVIOUS MODIFICATION.";"DEPARTMENT OF DEFENSE (DOD)";4863070000.0;"L3HARRIS TECHNOLOGIES, INC.";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
297;"F4261098C0001";"ENGINEERING SERVICES";"THE PURPOSE OF THIS PROGRAM IS TO PROVIDE ENGINEERING SERVICES TO THE INTERCONTINENTAL BALLISTIC MISSILE (ICBM) PRIME INTEGRATION CONTRACT (IPIC).";"DEPARTMENT OF DEFENSE (DOD)";10456900000.0;"NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORA";541330;"UT";"1997-12-22";"https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Utah.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"6006 WARDLEIGH RD BLDG 1575";1
298;"F4261098C0001";"ENGINEERING SERVICES";"IPIC CONTRACT";"DEPARTMENT OF DEFENSE (DOD)";10456900000.0;"NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORA";541330;"UT";"1997-12-22";"https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Utah.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"6006 WARDLEIGH RD BLDG 1575";1
299;"F1962800C0100";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"ADMINISTRATIVELY CORRECT MODIFICATION A00015";"DEPARTMENT OF DEFENSE (DOD)";1707830000.0;"NORTHROP GRUMMAN SYSTEMS CORPO";334511;"CA";"2000-12-11";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"ONE HORNET WAY";36
300;"FA251717C7001";"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING";"319TH COMBAT TRAINING SQUADRON";"DEPARTMENT OF DEFENSE (DOD)";16682500.0;"ALEUT AEROSPACE ENGINEERING, LLC";611430;"CO";"2017-01-25";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"5540 TECH CENTER DR SUITE 100";5
301;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"SYSTEMS ENGINEERING AND SYSTAINMENT INTEGRATOR (SENSOR)";"DEPARTMENT OF DEFENSE (DOD)";4861480000.0;"HARRIS CORPORATION";334511;"CO";"2019-10-21";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
302;"FA251717C8000";"ALL OTHER TELECOMMUNICATIONS";"INCORPORATE 5 PWS ADMINISTRATIVE NO COST DOCUMENT CHANGE REQUESTS, EXTENDS P00025 RESIDUAL JOB ORDERS PERIOD OF PERFORMANCE THROUGH 31 MAR 2020, INCORPORATES REVISED PWS DATED 17 DEC 2019.";"DEPARTMENT OF DEFENSE (DOD)";61229900.0;"SUMMIT TECHNICAL SOLUTIONS LLC";517919;"CO";"2017-07-28";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"565 SPACE CENTER DR STE 230";5
303;"FA248617C0019";"OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION";"BACKSHOP MAINTENANCE";"DEPARTMENT OF DEFENSE (DOD)";63420900.0;"PAE AVIATION AND TECHNICAL SERVICES LLC";488190;"VA";"2017-03-09";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1320 N COURTHOUSE RD STE 800";8
304;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"THIS MODIFICATION ADDS INCREMENTAL FUNDING TO THE FISCAL YEAR 2020 EGLIN RADAR SUSTAINMENT EFFORT IN ORDER TO CONTINUE SUSTAINMENT OF THE EGLIN RADAR SYSTEM.";"DEPARTMENT OF DEFENSE (DOD)";4863070000.0;"L3HARRIS TECHNOLOGIES, INC.";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
305;"FA252115C0005";"OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE";"CHEMISTRY ANALYZER MAINTENANCE/ REAGENTS- EXERCISE/FUND A 1 MONTH EXTENSION UNDER CLIN 5001 6 MONTH OPTION.  POP 1 MAY 2020 - 31 MAY 2020";"DEPARTMENT OF DEFENSE (DOD)";712358.0;"ORTHO-CLINICAL DIAGNOSTICS, INC.";811219;"NJ";"2015-03-24";"https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_New_Jersey.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1001 RTE 202 US HWY";7
306;"FA255002C0007";"OTHER COMPUTER RELATED SERVICES";"200211!000198!5700!CA11  !50 CONS/LGCW                    !FA255002C0007  !A!N! !Y!                   !20020726!20030930!015557627!186006136!004203337!N!HARRIS TECHNICAL SERVICES CORP!8955A DRENNAN RD";"DEPARTMENT OF DEFENSE (DOD)";0.0;"PERATON INC.";541519;"CO";"2002-07-26";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"5009 CENTENNIAL BLVD";5
307;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO ADD CAP CLIN FUNDING FOR COMMUNICATION ITEMS.";"DEPARTMENT OF DEFENSE (DOD)";177517000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
308;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO CORRECT THE LINE OF ACCOUNTING ON P00168.";"DEPARTMENT OF DEFENSE (DOD)";157771000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
309;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO INSTALL AND OPERATE AND MAINTAIN (O&M) THE DESIGNED MORRELL OPERATION CENTER PUBLIC ANOUCNEMENT EXPANSION";"DEPARTMENT OF DEFENSE (DOD)";180248000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
310;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO ADDITIONAL FUNDING TO THE CAP MATERIAL CLIN FOR NIPR SWITCH REPLACEMENT";"DEPARTMENT OF DEFENSE (DOD)";180248000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
311;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS BILATERAL MODIFICATION IS TO PROVIDE FUNDING FOR NIPR SWITCH REPLACEMENT UNDER THE CAP CLIN";"DEPARTMENT OF DEFENSE (DOD)";180248000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
312;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE LEGACY VEHICLE DATA INTO DPAS (REF: CCP 20-03, DATED 22 MAY 2020) AND TO PROVIDE INCREMENTAL FUNDS TO CAP CLIN.";"DEPARTMENT OF DEFENSE (DOD)";159276000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
313;"FA252116C0003";"ENGINEERING SERVICES";"DIVE OPERATIONS MAINTENANCE";"DEPARTMENT OF DEFENSE (DOD)";624057.0;"STS SYSTEMS INTEGRATION";541330;"TX";"2015-11-06";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1077 CENTRAL PKWY S";21
314;"FA252116C0004";"ALL OTHER SUPPORT SERVICES";"FY20 FUNDING";"DEPARTMENT OF DEFENSE (DOD)";41770200.0;"CENTERRA GROUP, LLC";561990;"FL";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Florida.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"7121 FAIRWAY DR STE 301";18
315;"FA252116C0011";"OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION";"AIRCRAFT WASH AND LUBE";"DEPARTMENT OF DEFENSE (DOD)";694988.0;"TRIAD LOGISTICS SERVICES CORPORATION";488190;"FL";"2016-05-26";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Florida.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"314 LAURIE ST";8
316;"FA252116C0095";"COMPUTER FACILITIES MANAGEMENT SERVICES";"MODIFICATION TO INCORPORATE REVISED PERFORMANCE WORK STATEMENT (SHIFT WORK/TELEWORK DUE TO COVID-19.";"DEPARTMENT OF DEFENSE (DOD)";800998.0;"ADVANCED IT CONCEPTS, INC.";541513;"FL";"2016-09-19";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Florida.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1351 SUNDIAL POINT";7
317;"FA252115C0062";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"DEOBLIGATE FUNDS FROM THE CONTRACT TO ENABLE CLOSEOUT OF FISCAL YEAR 15 AND 16.";"DEPARTMENT OF DEFENSE (DOD)";290292000.0;"BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.";334511;"MD";"2014-10-01";"https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Maryland.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"520 GAITHER ROAD";8
318;"FA252117C0001";"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAIN";"FUND OPTION YEAR AND ADD MANDATORY CLAUSES.";"DEPARTMENT OF DEFENSE (DOD)";96615.6;"FLORIDA DOOR CONTROL OF ORLANDO, INC.";811310;"FL";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Florida.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"658 2 WASHBURN RD";8
319;"FA251708C8000";"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)";"HQ AFSPC SPACE CONTROL A&AS";"DEPARTMENT OF DEFENSE (DOD)";41952000.0;"LINQUEST CORPORATION";541712;"CA";"2019-10-07";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"5140 W GOLDLEAF CIR STE 400";37
320;"FA251715C9001";"COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE";"AIR FORCE SPACE COMMAND (AFSPC) LAND MOBILE RADIO (LMR) TRUNKING SYSTEM OPERATIONS AND MAINTENANCE (O&M)";"DEPARTMENT OF DEFENSE (DOD)";12059800.0;"MOTOROLA SOLUTIONS, INC.";811213;"MD";"2015-03-26";"https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Maryland.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"7031 COLUMBIA GATEWAY DR FL 3";3
321;"F2960103C0343";"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES";"200312!000767!5700!GS05  !DET 8 AFRL/PK (SUPPORTS VS)     !F2960103C0343  !A!N! !N!                   !20030930!20070102!094841665!094841665!094841665!N!ALPHATECH, INC                !6 NEW ENGLAND EX";"DEPARTMENT OF DEFENSE (DOD)";0.0;"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INT";541710;"MA";"2003-09-30";"https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Massachusetts.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"600 DISTRICT AVE";6
322;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"SUSTAINMENT FOR THE NATIONAL SPACE DEFENSE CENTER PROJECT";"DEPARTMENT OF DEFENSE (DOD)";4863980000.0;"HARRIS CORPORATION";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
323;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"ADMINISTRATIVE MODIFICATION TO THE SYSTEM ENGINEERING AND SUSTAINMENT INTEGRATOR (SENSOR) CONTRACT TO INCORPORATE PAYMENT INSTRUCTIONS FOR MULTIPLE AGENCIES";"DEPARTMENT OF DEFENSE (DOD)";4863070000.0;"L3HARRIS TECHNOLOGIES, INC.";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
324;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"THIS MODIFICATION RECOGNIZES EARNED INCENTIVE FEE FOR THE EGLIN SOFTWARE RECOVERY KIT UPDATE PROJECT";"DEPARTMENT OF DEFENSE (DOD)";4863070000.0;"L3HARRIS TECHNOLOGIES, INC.";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
325;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"EXTEND THE PERIOD OF PERFORMANCE FOR THE SPACE MANAGEMENT BATTLE LAB";"DEPARTMENT OF DEFENSE (DOD)";4864340000.0;"HARRIS CORPORATION";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
326;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"FUNDING REALIGNMENT WITHIN FY20 EGLIN SUSTAINMENT CLIN TO CORRECT INVOICING ISSUE.";"DEPARTMENT OF DEFENSE (DOD)";4862880000.0;"L3HARRIS TECHNOLOGIES, INC.";334511;"CO";"2002-01-30";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
327;"F1962802C0010";"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTUR";"SYSTEM ENGINEERING AND SYSTAINMENT INTEGRATOR (SENSOR)";"DEPARTMENT OF DEFENSE (DOD)";4861480000.0;"HARRIS CORPORATION";334511;"CO";"2019-10-17";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4450 FOUNTAIN BLVD";5
328;"FA254316C0001";"JANITORIAL SERVICES";"BASE CUSTODIAL SERVICES";"DEPARTMENT OF DEFENSE (DOD)";9630410.0;"NORTH METRO COMMUNITY SERVICES, INC.";561720;"CO";"2015-10-01";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1001 W 124TH AVE";7
329;"FA254316C0001";"JANITORIAL SERVICES";"CUSTODIAL SERVICES ADMINISTRATIVE CHANGE ADD ACRN";"DEPARTMENT OF DEFENSE (DOD)";9282770.0;"NORTH METRO COMMUNITY SERVICES, INC.";561720;"CO";"2015-10-01";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1001 W 124TH AVE";7
330;"FA254316C0001";"JANITORIAL SERVICES";"BASE CUSTODIAL SERVICES";"DEPARTMENT OF DEFENSE (DOD)";10327500.0;"NORTH METRO COMMUNITY SERVICES, INC.";561720;"CO";"2015-10-01";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1001 W 124TH AVE";7
331;"F3365702H2016";"AIRCRAFT MANUFACTURING";"CONTRACTUALLY COMPLY WITH CLASS DEVIATION 2020-O0004, PROPERTY LOSS.";"DEPARTMENT OF DEFENSE (DOD)";0.0;"LOCKHEED MARTIN CORPORATION";336411;"TX";"2002-08-14";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1 LOCKHEED BLVD";12
332;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS DE-OBLIGATE FUNDS FROM P00184 DUE TO A DUPLICATE PR BEING USED.";"DEPARTMENT OF DEFENSE (DOD)";180248000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
333;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS ADD INCREMENTAL FUNDING FOR FY20 OPTION 5";"DEPARTMENT OF DEFENSE (DOD)";153837000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
334;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS BILATERAL MODIFICATION IS TO PROVIDE FUNDING FOR NIPRNET CAP REIMBURSABLE MATERIALS UNDER THE ROS CONTRACT";"DEPARTMENT OF DEFENSE (DOD)";180248000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
335;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS ADD REMAINING INCREMENTAL FUNDING FOR 576TH SUPPORT UNDER OPTION 5";"DEPARTMENT OF DEFENSE (DOD)";153905000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
336;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO PURCHASE NIPRNET SWITCHES FOR 45TH.";"DEPARTMENT OF DEFENSE (DOD)";179327000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
337;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"CAP CLIN FUNDING FOR MATERIALS";"DEPARTMENT OF DEFENSE (DOD)";179327000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
338;"FA252115C0063";"FACILITIES SUPPORT SERVICES";"THE PURPOSE OF THIS MODIFICATION IS TO INCREASE THE AMOUNT OF FOOD STOCK LEFT AT ASCENSION ISLAND AT CONTRACT PHASE-OUT.";"DEPARTMENT OF DEFENSE (DOD)";153837000.0;"WOLF CREEK FEDERAL SERVICES, INC.";561210;"AK";"2015-06-30";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3800 CENTERPOINT DR STE 1200";0
339;"FA252116C0001";"OFFICE ADMINISTRATIVE SERVICES";"REVISION OF PWS";"DEPARTMENT OF DEFENSE (DOD)";4594170.0;"8-KOI - LOYAL SOURCE, LLC";561110;"FL";"2015-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Florida.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1705 AIRPORT BLVD";8
