DUK,Duke Energy Corporation (Holding Company) Common Stock,92.89,-0.13,-0.14%,71401159946,United States,0,631126,Public Utilities,Power Generation,Duke Energy
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,27.89,0.026,0.09%,0,United States,0,5643,Public Utilities,Power Generation,Duke Energy
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,26.84,-0.05,-0.19%,0,United States,2018,10518,Public Utilities,Power Generation,Duke Energy
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,25.9728,-0.0872,-0.34%,0,United States,0,1476,Public Utilities,Power Generation,Duke Energy
DVA,DaVita Inc. Common Stock,107.6,-0.04,-0.04%,11714412000,United States,0,63737,Health Care,Misc Health and Biotechnology Services,DaVita Inc
DVN,Devon Energy Corporation Common Stock,23.205,-0.305,-1.30%,15619285500,United States,0,2427741,Energy,Oil & Gas Production,Devon Energy
EAD,Wells Fargo Income Opportunities Fund Common Shares,8.353,0.003,0.04%,506076646,United States,2003,16314,0,0,Wells Fargo
EBAY,eBay Inc. Common Stock,57.18,-0.24,-0.42%,38907888957,United States,1998,1039447,Miscellaneous,Business Services,eBay Inc
EBS,Emergent Biosolutions Inc. Common Stock,91.17,-1.86,-2.00%,4859361000,United States,2006,38007,Health Care,Major Pharmaceuticals,Emergent Biosolutions
ECL,Ecolab Inc. Common Stock,209.97,-2.98,-1.40%,60019915261,United States,0,345994,Basic Industries,Package Goods/Cosmetics,Ecolab Inc
ECPG,Encore Capital Group Inc Common Stock,40.5,-0.26,-0.64%,1269495545,United States,0,38846,Finance,Finance Companies,Capital Group
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,5.955,-0.025,-0.42%,393578604,United States,2007,86254,0,0,Morgan Stanley
EHTH,eHealth Inc. Common Stock,61.925,-2.085,-3.26%,1605875822,United States,2006,90365,Finance,Specialty Insurers,eHealth Inc
EIX,Edison International Common Stock,59.93,0.37,0.62%,22733342488,United States,0,206991,Public Utilities,Electric Utilities: Central,Edison International
EL,Estee Lauder Companies Inc. (The) Common Stock,289.23,0.31,0.11%,1.05E+11,United States,1995,93799,Consumer Non-Durables,Package Goods/Cosmetics,Estee Lauder Companies
EMR,Emerson Electric Company Common Stock,89.14,0.08,0.09%,53486644962,United States,0,320536,Energy,Consumer Electronics/Appliances,Emerson Electric
EOD,Wells Fargo Global Dividend Opportunity Fund,5.1917,-0.0283,-0.54%,227414216,United States,2007,43558,0,0,Wells Fargo
EPD,Enterprise Products Partners L.P. Common Stock,23.2101,-0.0799,-0.34%,50635134246,United States,0,978426,Public Utilities,Natural Gas Distribution,Enterprise Products Partners
EPZM,Epizyme Inc. Common Stock,8.885,-0.115,-1.28%,904361164,United States,2013,344243,Health Care,Major Pharmaceuticals,Epizyme
ERC,Wells Fargo Multi-Sector Income Fund Common Stock no par value,12.35,0.01,0.08%,347431287,United States,2003,8088,0,0,Wells Fargo
ERH,Wells Fargo Utilities and High Income Fund,12.935,-0.025,-0.19%,119972966,0,2004,6535,0,0,Wells Fargo
ES,Eversource Energy (D/B/A) Common Stock,82.79,0.07,0.09%,28397248671,United States,0,145186,Public Utilities,Electric Utilities: Central,Eversource Energy
ET,Energy Transfer LP Common Units ,8.09,0,0.00%,21870955893,United States,0,3789355,Public Utilities,Natural Gas Distribution,Energy Transfer LP
ETN,Eaton Corporation PLC Ordinary Shares,136.28,-0.55,-0.40%,54253068000,Ireland,0,667534,Technology,Industrial Machinery/Components,Eaton Corp
ETR,Entergy Corporation Common Stock,99.525,0.615,0.62%,19952771502,United States,0,175558,Public Utilities,Electric Utilities: Central,Entergy Corp
EW,Edwards Lifesciences Corporation Common Stock,80.58,-0.68,-0.84%,50323730786,United States,0,223617,Health Care,Industrial Specialties,Edwards Lifesciences
EXAS,Exact Sciences Corporation Common Stock,125.07,-5.56,-4.26%,21148481771,United States,2001,296941,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Exact Sciences Corp
EXC,Exelon Corporation Common Stock,42.935,-0.425,-0.98%,41919063400,United States,0,1356069,Public Utilities,Power Generation,Exelon Corp
F,Ford Motor Company Common Stock,12.335,-0.155,-1.24%,49077203035,United States,0,35780683,Capital Goods,Auto Manufacturing,Ford Motor Co
F^B,Ford Motor Company 6.20% Notes due June 1 2059,26.6466,-0.0434,-0.16%,0,United States,0,12946,0,0,Ford Motor Co
F^C,Ford Motor Company 6% Notes due December 1 2059,26.345,-0.055,-0.21%,0,United States,0,10136,0,0,Ford Motor Co
FAST,Fastenal Company Common Stock,47.6602,-0.0598,-0.13%,27373218319,United States,1987,340500,Consumer Services,RETAIL: Building Materials,Fastenal Co
FB,Facebook Inc. Class A Common Stock,279.8,0.52,0.19%,7.97E+11,United States,2012,4946038,Technology,Computer Software: Programming Data Processing,Facebook Inc
FCFS,FirstCash Inc. Common Stock,68.91,-0.08,-0.12%,2827939192,United States,1991,16582,Consumer Services,Other Specialty Stores,FirstCash Inc
FCX,Freeport-McMoRan Inc. Common Stock,34.0385,-0.9515,-2.72%,49696210000,United States,0,6294595,Basic Industries,Precious Metals,Freeport-McMoRan
FDX,FedEx Corporation Common Stock,260.7025,-0.0975,-0.04%,69104566011,United States,0,410757,Transportation,Air Freight/Delivery Services,FedEx Corp
FE,FirstEnergy Corp. Common Stock,35.6299,0.0699,0.20%,19354699335,United States,0,862048,Public Utilities,Electric Utilities: Central,FirstEnergy Corp
FEIM,Frequency Electronics Inc. Common Stock,11.8999,0.1999,1.71%,109474618,United States,0,848,Capital Goods,Electrical Products,Electronics Inc
FMS,Fresenius Medical Care AG Common Stock,36.13,-0.31,-0.85%,21163260948,Germany,0,99281,Health Care,Misc Health and Biotechnology Services,Fresenius Medical Care
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,13.225,-0.015,-0.11%,360511939,United States,2006,10720,0,0,Cohen
FTS,Fortis Inc. Common Shares,42.55,-0.2,-0.47%,19862340000,0,2016,50398,Public Utilities,Electric Utilities: Central,Fortis Inc
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,41.83,-0.47,-1.11%,9697069125,United States,0,9459,Consumer Services,Broadcasting,Liberty Media Corp
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,47.38,-0.48,-1.00%,10983675237,United States,0,96451,Consumer Services,Broadcasting,Liberty Media Corp
GBX,Greenbrier Companies Inc. (The) Common Stock,47.7,0.09,0.19%,1565708616,United States,1994,27094,Capital Goods,Railroads,Greenbrier Companies
GD,General Dynamics Corporation Common Stock,175.55,0.23,0.13%,50253764398,United States,0,154822,Capital Goods,Marine Transportation,General Dynamics
GE,General Electric Company Common Stock,13.44,0.29,2.21%,1.18E+11,United States,0,27533830,Energy,Consumer Electronics/Appliances,General Electric
GER,Goldman Sachs MLP Energy Renaissance Fund,9.75,-0.02,-0.21%,165992219,0,1986,20077,0,0,Goldman Sachs
GH,Guardant Health Inc. Common Stock,144.3,-1.2,-0.83%,14491599361,United States,2018,82140,Health Care,Medical Specialities,Guardant Health
GILD,Gilead Sciences Inc. Common Stock,63.825,-0.185,-0.29%,80202058182,United States,1992,2158259,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Gilead Sciences
GIS,General Mills Inc. Common Stock,59.44,0.06,0.10%,36343791385,United States,0,509128,Consumer Non-Durables,Packaged Foods,General Mills
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,20.86,-0.8,-3.69%,0,United States,0,1412,Finance,Finance: Consumer Services,Goldman Sachs
GLW,Corning Incorporated Common Stock,41.085,0.095,0.23%,31568394720,United States,0,554128,Basic Industries,Telecommunications Equipment,Corning Inc
GM,General Motors Company Common Stock,57.64,0.52,0.91%,83054214945,United States,2010,4684138,Capital Goods,Auto Manufacturing,General Motors
GNW,Genworth Financial Inc Common Stock,3.465,0.005,0.15%,1752577891,United States,2004,673229,Finance,Life Insurance,Genworth Financial
GOLD,Barrick Gold Corporation Common Stock (BC),20.635,-0.075,-0.36%,36692948463,Canada,0,3083081,Basic Industries,Precious Metals,Barrick Gold Corp
GOOG,Alphabet Inc. Class C Capital Stock,2069.79,-22.73,-1.09%,1.40E+12,United States,2004,323615,Technology,Computer Software: Programming Data Processing,Alphabet Inc
GOOGL,Alphabet Inc. Class A Common Stock,2060.61,-23.28,-1.12%,1.39E+12,United States,0,246198,Technology,Computer Software: Programming Data Processing,Alphabet Inc
GPN,Global Payments Inc. Common Stock,216.03,0.6,0.28%,63781432134,United States,0,347326,Miscellaneous,Business Services,Global Payments
GS,Goldman Sachs Group Inc. (The) Common Stock,341.5,-0.21,-0.06%,1.18E+11,United States,1999,517436,Finance,Investment Bankers/Brokers/Service,Goldman Sachs
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,23.6867,-0.0333,-0.14%,0,United States,0,11071,0,0,Goldman Sachs
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,24.8565,-0.1485,-0.59%,0,United States,0,1663,0,0,Goldman Sachs
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,24.155,-0.065,-0.27%,0,United States,0,27073,0,0,Goldman Sachs
GS^J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate,26.86,-0.04,-0.15%,0,United States,0,14154,0,0,Goldman Sachs
GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K,28.36,-0.09,-0.32%,0,United States,0,9135,0,0,Goldman Sachs
GS^N,Goldman Sachs Group Inc. (The) Depositary Shares Each Representing 1/1000th Interest in a Share of 6.30% Non-Cumulative Preferred Stock Series N,25.36,-0.005,-0.02%,0,United States,0,919,0,0,Goldman Sachs
GSBD,Goldman Sachs BDC Inc. Common Stock,20.07,0.23,1.16%,2038954872,United States,2015,68523,0,0,Goldman Sachs
GSEE,Goldman Sachs MarketBeta Emerging Markets Equity ETF,57,-0.6008,-1.04%,0,0,2020,101,0,0,Goldman Sachs
GSID,Goldman Sachs MarketBeta International Equity ETF,54.9157,0,0.00%,0,0,2020,1,0,0,Goldman Sachs
GSUS,Goldman Sachs MarketBeta U.S. Equity ETF,54.945,-0.2361,-0.43%,0,0,2020,1787,0,0,Goldman Sachs
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,56.52,-0.1132,-0.20%,28260000,0,2018,612,0,0,Goldman Sachs
GTN,Gray Television Inc. Common Stock,19.705,-0.345,-1.72%,1880621554,United States,0,102797,Consumer Services,Broadcasting,Gray Television
HAL,Halliburton Company Common Stock,22.68,-0.19,-0.83%,20154191337,United States,0,2156257,Energy,Oilfield Services/Equipment,Halliburton Co
HALL,Hallmark Financial Services Inc. Common Stock,3.7286,-0.0214,-0.57%,67644850,United States,0,90486,Finance,Property-Casualty Insurers,Hall
HBAN,Huntington Bancshares Incorporated Common Stock,15.92,-0.025,-0.16%,16276378481,United States,0,2183650,Finance,Major Banks,Huntington Bancshares
HBANN,Huntington Bancshares Incorporated Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock,25.99,0.1107,0.43%,0,United States,0,1000,Finance,Major Banks,Huntington Bancshares
HBANO,Huntington Bancshares Incorporated Depositary Shares,25.6,0.2,0.79%,0,United States,0,9303,Finance,Major Banks,Huntington Bancshares
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,25.12,-0.09,-0.36%,0,United States,0,13024,Finance,Major Banks,Huntington Bancshares
HD,Home Depot Inc. (The) Common Stock,282.52,0.44,0.16%,3.04E+11,United States,0,1827458,Consumer Services,RETAIL: Building Materials,Home Depot
HE,Hawaiian Electric Industries Inc. Common Stock,40.8,-0.06,-0.15%,4454589859,United States,0,60613,Public Utilities,Electric Utilities: Central,Hawaiian Electric Industries
HES,Hess Corporation Common Stock,69.1,0.09,0.13%,21212770812,United States,0,651279,Energy,Integrated oil Companies,Hess Corp
HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042,27.39,-0.02,-0.07%,0,United States,0,4793,Finance,Property-Casualty Insurers,Hartford Financial Services
HIG,Hartford Financial Services Group Inc. (The) Common Stock,56.4083,-0.2917,-0.51%,20166774735,United States,0,267531,Finance,Property-Casualty Insurers,Hartford Financial Services
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G 0.01 par value,28.04,0.11,0.39%,0,United States,0,1638,0,0,Hartford Financial Services
HII,Huntington Ingalls Industries Inc. Common Stock,193.98,-1.15,-0.59%,7808597977,United States,0,27296,Capital Goods,Marine Transportation,Huntington Ingalls Industries
HON,Honeywell International Inc. Common Stock,212.27,0.46,0.22%,1.48E+11,United States,0,383689,Capital Goods,Aerospace,Honeywell International
HRB,H&R Block Inc. Common Stock,20.93,0.26,1.26%,3797356523,United States,0,398278,Consumer Services,Other Consumer Services,H&R Block
HSIC,Henry Schein Inc. Common Stock,66.72,-0.31,-0.46%,9505204085,United States,1995,117266,Health Care,Medical Specialities,Henry Schein Inc
HTH,Hilltop Holdings Inc.,37.465,-0.105,-0.28%,3079192640,United States,0,49923,Finance,Major Banks,Hilltop Holdings
HUM,Humana Inc. Common Stock,406.2,3.08,0.76%,52404088253,United States,0,186863,Health Care,Medical Specialities,Humana Inc
HUN,Huntsman Corporation Common Stock,27.92,0.27,0.98%,6170332732,United States,2005,207241,Basic Industries,Major Chemicals,Huntsman Corp
ICE,Intercontinental Exchange Inc. Common Stock,114.56,-0.1,-0.09%,64349109929,United States,2005,550825,Finance,Investment Bankers/Brokers/Service,Intercontinental Exchange Inc
IHRT,iHeartMedia Inc. Class A Common Stock,18.49,-0.26,-1.39%,2588816610,United States,0,361310,Consumer Services,Broadcasting,iHeartMedia Inc
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,23.4712,-0.4488,-1.88%,265687670,United States,1994,8428,0,0,Morgan Stanley
IIIN,Insteel Industries Inc. Common Stock,36.805,-0.765,-2.04%,710850555,United States,0,5238,0,0,Insteel Industries
IIVI,II-VI Incorporated Common Stock,72.77,0.97,1.35%,7623533432,United States,1987,396344,Capital Goods,Electronic Components,II-VI Inc
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,303.4,7.37,2.49%,0,United States,0,967,Capital Goods,Electronic Components,II-VI Inc
INFO,IHS Markit Ltd. Common Shares,95.39,0.06,0.06%,37830903440,Bermuda,1996,284438,Technology,Computer Software: Programming Data Processing,IHS Markit
INTC,Intel Corporation Common Stock,64.12,-0.66,-1.02%,2.61E+11,United States,0,4583891,Technology,Semiconductors,Intel Corp
INTU,Intuit Inc. Common Stock,389.79,-5.63,-1.42%,1.07E+11,United States,1993,195682,Technology,Computer Software: Prepackaged Software,Intuit Inc
IP,International Paper Company Common Stock,53.24,0.19,0.36%,20929555309,United States,0,290184,Basic Industries,Paper,International Paper
J,Jacobs Engineering Group Inc. Common Stock,124.84,0.31,0.25%,16239956339,United States,0,62664,Basic Industries,Military/Government/Technical,Jacobs Engineering Group
JEF,Jefferies Financial Group Inc. Common Stock,33.12,-0.24,-0.72%,8279599844,United States,0,149612,Finance,Investment Bankers/Brokers/Service,Jeffer
JNJ,Johnson & Johnson Common Stock,160.63,-0.74,-0.46%,4.23E+11,United States,0,1073839,Health Care,Major Pharmaceuticals,Johnson & Johnson
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,26.2293,-0.0007,0.00%,0,United States,0,52390,Finance,Major Banks,JPMorgan Chase & Co
KE,Kimball Electronics Inc. Common Stock,28.7,0.27,0.95%,716267651,United States,0,102673,Technology,Electrical Products,Electronics Inc
KEX,Kirby Corporation Common Stock,67.69,-0.44,-0.65%,4067225672,United States,0,10506,Consumer Services,Marine Transportation,Kirby Corp
KEY,KeyCorp Common Stock,20.33,0.02,0.10%,19696012040,United States,0,1675988,Finance,Major Banks,KeyCorp
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,29.62,-0.18,-0.60%,0,United States,0,2239,0,0,KeyCorp
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,26.99,-0.04,-0.15%,0,United States,0,733,0,0,KeyCorp
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,27.6,-0.07,-0.25%,0,United States,0,483,0,0,KeyCorp
KKR,KKR & Co. Inc. Common Stock,48.33,-0.6,-1.23%,27867618039,United States,0,153186,Finance,Investment Managers,KKR & Co
KKR^A,KKR & Co. Inc. 6.75% Series A Preferred Stock,25.79,-0.02,-0.08%,0,United States,0,3557,0,0,KKR & Co
KKR^B,KKR & Co. Inc. 6.50% Series B Preferred Stock,25.66,0,0.00%,0,United States,0,12,0,0,KKR & Co
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,66.84,-0.78,-1.15%,0,United States,0,3123,0,0,KKR & Co
KO,Coca-Cola Company (The) Common Stock,51.275,0.055,0.11%,2.21E+11,United States,0,5663210,Consumer Non-Durables,Beverages (Production/Distribution),Coca-Cola Co
KSU,Kansas City Southern Common Stock,219.64,-0.16,-0.07%,19953821115,United States,0,61923,Transportation,Railroads,Kansas City Southern
KSU^,Kansas City Southern Preferred Stock,36.4618,-3.1382,-7.93%,0,United States,0,400,Transportation,Railroads,Kansas City Southern
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,26.35,-0.13,-0.49%,3253252580,United States,0,134644,Capital Goods,Military/Government/Technical,Kratos Defense & Security Solutions
KW,Kennedy-Wilson Holdings Inc. Common Stock,20.61,-0.23,-1.10%,2907749216,United States,0,65313,Finance,Real Estate,Wilson
LB,L Brands Inc.,59.65,-0.62,-1.03%,16589175783,United States,0,387366,Consumer Services,Clothing/Shoe/Accessory Stores,L Brands
LHCG,LHC Group Common Stock,194.93,0.79,0.41%,6158683332,United States,2005,16306,Health Care,Medical/Nursing Services,LHC Group
LHX,L3Harris Technologies Inc. Common Stock,191.105,0.585,0.31%,39284648769,United States,0,261329,Capital Goods,Industrial Machinery/Components,L3Harris Technologies
LIN,Linde plc Ordinary Share,270.15,-0.64,-0.24%,1.41E+11,0,2018,328729,Basic Industries,Major Chemicals,Linde plc
LMT,Lockheed Martin Corporation Common Stock,347.97,0.84,0.24%,96983483886,United States,0,382036,Capital Goods,Military/Government/Technical,Lockheed Martin
LOW,Lowe's Companies Inc. Common Stock,174.93,-0.4,-0.23%,1.28E+11,United States,0,414096,Consumer Services,RETAIL: Building Materials,Lowe's Companies
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,46.58,-0.05,-0.11%,15746368022,United States,0,71571,Consumer Services,Broadcasting,Liberty Media Corp
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,46.53,-0.26,-0.56%,15729465523,United States,0,201781,Consumer Services,Broadcasting,Liberty Media Corp
LUMN,Lumen Technologies Inc. Common Stock,13.915,-0.115,-0.82%,15262647824,United States,0,1597923,Public Utilities,Telecommunications Equipment,Lumen Technologies
LYFT,Lyft Inc. Class A Common Stock,64.87,0.18,0.28%,21337737493,United States,2019,1532750,Miscellaneous,Business Services,Lyft Inc
LYV,Live Nation Entertainment Inc. Common Stock,86.15,-1.86,-2.11%,18784758096,United States,0,240270,Consumer Services,Services-Misc. Amusement & Recreation,Live Nation Entertainment
MAC,Macerich Company (The) Common Stock,13.46,0.01,0.07%,2083177697,United States,1994,1450424,Consumer Services,Real Estate Investment Trusts,Macerich Co
MAR,Marriott International Class A Common Stock,150.81,0.18,0.12%,48924897962,United States,0,341527,Consumer Services,Hotels/Resorts,Marriott International
MASI,Masimo Corporation Common Stock,228.89,-0.88,-0.38%,12649962690,United States,2007,84156,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Masimo Corp
MATX,Matson Inc. Common Stock,73.69,-1.32,-1.76%,3200737677,United States,0,28191,Consumer Services,Marine Transportation,Matson Inc
MCBS,MetroCity Bankshares Inc. Common Stock,16.18,0.12,0.75%,415406404,United States,2019,765,Finance,Major Banks,City Bank
MCD,McDonald's Corporation Common Stock,223.19,3.33,1.52%,1.66E+11,United States,0,1169416,Consumer Services,Restaurants,McDonald's Corp
MCK,McKesson Corporation Common Stock,186.4,-0.14,-0.08%,29668809698,United States,0,94103,Health Care,Other Pharmaceuticals,McKesson Corp
MD,Mednax Inc. Common Stock,27.49,0.3,1.10%,2354019172,United States,0,78548,Health Care,Hospital/Nursing Management,Mednax Inc
MDP,Meredith Corporation Common Stock,34.31,-0.38,-1.10%,1565720038,United States,0,28463,Consumer Services,Newspapers/Magazines,Meredith Corp
MEI,Methode Electronics Inc. Common Stock,46.15,-0.36,-0.77%,1774316959,United States,0,16034,Capital Goods,Electrical Products,Electronics Inc
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,27.1,-0.07,-0.26%,0,United States,0,6639,0,0,Bank of America
MET,MetLife Inc. Common Stock,59.59,0.28,0.47%,52701349639,United States,2000,934211,Finance,Life Insurance,MetLife Inc
MET^A,MetLife Inc. Preferred Series A Floating Rate,25.66,-0.04,-0.16%,0,United States,0,7066,0,0,MetLife Inc
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,26.925,0.025,0.09%,0,United States,0,2045,0,0,MetLife Inc
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,26.13,-0.02,-0.08%,0,United States,0,11159,0,0,MetLife Inc
MGM,MGM Resorts International Common Stock,40.05,0.14,0.35%,19818876868,United States,0,1734359,Consumer Services,Hotels/Resorts,MGM Resorts International
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,27.59,-0.1,-0.36%,0,United States,2019,3637,Finance,Investment Managers,Affiliated Managers Group
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,25.4104,-0.0796,-0.31%,0,United States,2020,39873,Finance,Investment Managers,Affiliated Managers Group
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,11.81,-0.32,-2.64%,2935795086,United States,2017,261260,Energy,Oil & Gas Production,Magnolia Oil & Gas
MO,Altria Group Inc.,49.31,-0.13,-0.26%,91651986839,United States,0,2652956,Consumer Non-Durables,Farming/Seeds/Milling,Altria Group
MOH,Molina Healthcare Inc Common Stock,230.06,-3.78,-1.62%,13343480000,United States,2003,27139,Health Care,Medical Specialities,Molina Healthcare
MPC,Marathon Petroleum Corporation Common Stock,55.02,-1.19,-2.12%,35833141807,United States,0,799636,Energy,Integrated oil Companies,Marathon Petroleum
MPWR,Monolithic Power Systems Inc. Common Stock,340.92,-1.73,-0.51%,15553111320,United States,2004,33953,Technology,Semiconductors,Monolithic Power Systems
MRK,Merck & Company Inc. Common Stock (new),76.74,-0.07,-0.09%,1.94E+11,United States,0,4079353,Health Care,Major Pharmaceuticals,Merck & Co
MS,Morgan Stanley Common Stock,82.58,0.04,0.05%,1.55E+11,United States,0,1657326,Finance,Investment Bankers/Brokers/Service,Morgan Stanley
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,24.53,0,0.00%,0,United States,0,32189,0,0,Morgan Stanley
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,29.13,-0.049,-0.17%,0,United States,0,4274,0,0,Morgan Stanley
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,28.68,-0.01,-0.04%,0,United States,0,4015,0,0,Morgan Stanley
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),28.9,0.07,0.24%,0,United States,0,5183,0,0,Morgan Stanley
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,29.08,-0.05,-0.17%,0,United States,0,2140,0,0,Morgan Stanley
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,26.44,-0.03,-0.11%,0,United States,0,822,0,0,Morgan Stanley
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,8.93,-0.02,-0.22%,182053410,United States,1993,6099,0,0,Morgan Stanley
MSFT,Microsoft Corporation Common Stock,235.07,-2.64,-1.11%,1.77E+12,United States,1986,5505009,Technology,Computer Software: Prepackaged Software,Microsoft Corp
MTH,Meritage Homes Corporation Common Stock,89.47,-0.59,-0.66%,3356210003,United States,0,36747,Capital Goods,Homebuilding,Meritage Homes
MTN,Vail Resorts Inc. Common Stock,309.855,0.115,0.04%,12473612428,United States,1997,31507,Consumer Services,Services-Misc. Amusement & Recreation,Vail Resorts
MUR,Murphy Oil Corporation Common Stock,18.18,-0.11,-0.60%,2792423003,United States,0,478252,Energy,Oil & Gas Production,Murphy Oil
NC,NACCO Industries Inc. Common Stock,22.09,0.23,1.05%,155907354,United States,0,1351,Consumer Durables,Consumer Electronics/Appliances,NACCO Industries
NEE,NextEra Energy Inc. Common Stock,73.85,-1.53,-2.03%,1.45E+11,United States,0,1947489,Public Utilities,Electric Utilities: Central,NextEra Energy
NEE^K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,25.66,0.05,0.20%,0,United States,0,2752,0,0,NextEra Energy
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,28.155,0.015,0.05%,0,United States,0,7505,0,0,NextEra Energy
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,56.45,-1.23,-2.13%,0,United States,0,321,0,0,NextEra Energy
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,48.79,-0.74,-1.49%,0,United States,0,2551,0,0,NextEra Energy
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,48.869,-0.951,-1.91%,0,United States,0,52731,0,0,NextEra Energy
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,72,-1.88,-2.55%,5464275264,United States,2014,63351,Public Utilities,Electric Utilities: Central,NextEra Energy
NFG,National Fuel Gas Company Common Stock,49.11,-0.45,-0.91%,4477036833,United States,0,51350,Public Utilities,Oil/Gas Transmission,National Fuel Gas Co
NI,NiSource Inc Common Stock,23.73,0.28,1.19%,9298830942,United States,0,1910293,Public Utilities,Power Generation,NiSource Inc
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,28.0445,-0.1555,-0.55%,0,United States,0,2872,Public Utilities,Power Generation,NiSource Inc
NKE,Nike Inc. Common Stock,145.34,0.69,0.48%,2.29E+11,United States,0,1347009,Consumer Non-Durables,Shoe Manufacturing,Nike Inc
NOC,Northrop Grumman Corporation Common Stock,308.09,2.25,0.74%,51364266927,United States,0,170103,Capital Goods,Industrial Machinery/Components,Northrop Grumman
NS,Nustar Energy L.P.  Common Units,18.6,-0.27,-1.43%,2037187748,United States,0,36324,Energy,Natural Gas Distribution,Nustar Energy
