BC,7915525588,Brunswick Corp,Illinois,Brunswick%20Corp--N00036409,N00036409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC^A,0,Brunswick Corp,None,Brunswick%20Corp--N00036409,N00036409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC^B,0,Brunswick Corp,None,Brunswick%20Corp--N00036409,N00036409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC^C,0,Brunswick Corp,None,Brunswick%20Corp--N00036409,N00036409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCS,43514658819,Barclays,London,Barclays--N00005285,N00005285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSF,988448277,Bain Capital,Massachusetts,Bain%20Capital--N00000286,N00000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,15035761622,Franklin Resources,California,Franklin%20Resources--N00033814,N00033814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHE,1140659071,Electronics Inc,Arizona,Electronics%20Inc--N00031226,N00031226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKR,24230818322,Baker,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKT,385666301,BlackRock Inc,Delaware,BlackRock%20Inc--N00000078,N00000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK,1.10E+11,BlackRock Inc,New York,BlackRock%20Inc--N00000078,N00000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLL,27408106565,Ball Corp,Colorado,Ball%20Corp--N00003132,N00003132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BML^G,0,Bank of America,None,Bank%20of%20America--N00001971,N00001971,Bank%20of%20America--N00035516,N00035516,Bank%20of%20America--N00035792,N00035792,Bank%20of%20America--N00038414,N00038414,Bank%20of%20America--N00038742,N00038742,Bank%20of%20America--N00039551,N00039551,Bank%20of%20America--N00040667,N00040667,Bank%20of%20America--N00043290,N00043290,Bank%20of%20America--N00043541,N00043541,Bank%20of%20America--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BML^H,0,Bank of America,None,Bank%20of%20America--N00001971,N00001971,Bank%20of%20America--N00035516,N00035516,Bank%20of%20America--N00035792,N00035792,Bank%20of%20America--N00038414,N00038414,Bank%20of%20America--N00038742,N00038742,Bank%20of%20America--N00039551,N00039551,Bank%20of%20America--N00040667,N00040667,Bank%20of%20America--N00043290,N00043290,Bank%20of%20America--N00043541,N00043541,Bank%20of%20America--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BML^J,0,Bank of America,None,Bank%20of%20America--N00001971,N00001971,Bank%20of%20America--N00035516,N00035516,Bank%20of%20America--N00035792,N00035792,Bank%20of%20America--N00038414,N00038414,Bank%20of%20America--N00038742,N00038742,Bank%20of%20America--N00039551,N00039551,Bank%20of%20America--N00040667,N00040667,Bank%20of%20America--N00043290,N00043290,Bank%20of%20America--N00043541,N00043541,Bank%20of%20America--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BML^L,0,Bank of America,None,Bank%20of%20America--N00001971,N00001971,Bank%20of%20America--N00035516,N00035516,Bank%20of%20America--N00035792,N00035792,Bank%20of%20America--N00038414,N00038414,Bank%20of%20America--N00038742,N00038742,Bank%20of%20America--N00039551,N00039551,Bank%20of%20America--N00040667,N00040667,Bank%20of%20America--N00043290,N00043290,Bank%20of%20America--N00043541,N00043541,Bank%20of%20America--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMY,1.39E+11,Bristol-Myers Squibb,New York,Bristol-Myers%20Squibb--N00000286,N00000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRK/A,0,Berkshire Hathaway,None,Berkshire%20Hathaway--N00005883,N00005883,Berkshire%20Hathaway--N00033839,N00033839,Berkshire%20Hathaway--N00034254,N00034254,Berkshire%20Hathaway--N00034784,N00034784,Berkshire%20Hathaway--N00035431,N00035431,Berkshire%20Hathaway--N00041335,N00041335,Berkshire%20Hathaway--N00042194,N00042194,Berkshire%20Hathaway--N00042868,N00042868,Berkshire%20Hathaway--N00043319,N00043319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRK/B,0,Berkshire Hathaway,None,Berkshire%20Hathaway--N00005883,N00005883,Berkshire%20Hathaway--N00033839,N00033839,Berkshire%20Hathaway--N00034254,N00034254,Berkshire%20Hathaway--N00034784,N00034784,Berkshire%20Hathaway--N00035431,N00035431,Berkshire%20Hathaway--N00041335,N00041335,Berkshire%20Hathaway--N00042194,N00042194,Berkshire%20Hathaway--N00042868,N00042868,Berkshire%20Hathaway--N00043319,N00043319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWXT,6045855389,BWX Technologies,Virginia,BWX%20Technologies--N00001813,N00001813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,52090380070,Blackstone Group,None,Blackstone%20Group--N00000153,N00000153,Blackstone%20Group--N00006897,N00006897,Blackstone%20Group--N00009816,N00009816,Blackstone%20Group--N00009975,N00009975,Blackstone%20Group--N00012460,N00012460,Blackstone%20Group--N00012508,N00012508,Blackstone%20Group--N00024852,N00024852,Blackstone%20Group--N00025095,N00025095,Blackstone%20Group--N00025445,N00025445,Blackstone%20Group--N00026314,N00026314,Blackstone%20Group--N00026460,N00026460,Blackstone%20Group--N00026627,N00026627,Blackstone%20Group--N00026710,N00026710,Blackstone%20Group--N00027509,N00027509,Blackstone%20Group--N00027623,N00027623,Blackstone%20Group--N00029147,N00029147,Blackstone%20Group--N00029404,N00029404,Blackstone%20Group--N00030026,N00030026,Blackstone%20Group--N00030608,N00030608,Blackstone%20Group--N00030780,N00030780,Blackstone%20Group--N00030949,N00030949,Blackstone%20Group--N00031129,N00031129,Blackstone%20Group--N00031696,N00031696,Blackstone%20Group--N00033310,N00033310,Blackstone%20Group--N00033363,N00033363,Blackstone%20Group--N00033630,N00033630,Blackstone%20Group--N00033638,N00033638,Blackstone%20Group--N00033640,N00033640,Blackstone%20Group--N00033904,N00033904,Blackstone%20Group--N00033983,N00033983,Blackstone%20Group--N00034044,N00034044,Blackstone%20Group--N00035187,N00035187,Blackstone%20Group--N00035282,N00035282,Blackstone%20Group--N00035483,N00035483,Blackstone%20Group--N00035492,N00035492,Blackstone%20Group--N00035504,N00035504,Blackstone%20Group--N00035509,N00035509,Blackstone%20Group--N00035523,N00035523,Blackstone%20Group--N00035774,N00035774,Blackstone%20Group--N00035934,N00035934,Blackstone%20Group--N00036944,N00036944,Blackstone%20Group--N00037269,N00037269,Blackstone%20Group--N00038285,N00038285,Blackstone%20Group--N00038781,N00038781,Blackstone%20Group--N00039090,N00039090,Blackstone%20Group--N00039551,N00039551,Blackstone%20Group--N00040712,N00040712,Blackstone%20Group--N00041511,N00041511,Blackstone%20Group--N00041690,N00041690,Blackstone%20Group--N00041956,N00041956,Blackstone%20Group--N00042194,N00042194,Blackstone%20Group--N00042240,N00042240,Blackstone%20Group--N00043541,N00043541,Blackstone%20Group--N00046125,N00046125
BXS,3479190610,BancorpSouth Bank,Mississippi,BancorpSouth%20Bank--N00037003,N00037003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXS^A,0,BancorpSouth Bank,None,BancorpSouth%20Bank--N00037003,N00037003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,487042024,Morgan Stanley,New York,Morgan%20Stanley--N00000751,N00000751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAH,16985731670,Cardinal Health,None,Cardinal%20Health--N00002577,N00002577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,1.25E+11,Caterpillar Inc,Illinois,Caterpillar%20Inc--N00003132,N00003132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOE,11593368000,Cboe Global Markets,Illinois,Cboe%20Global%20Markets--N00042619,N00042619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBRE,26047374505,CBRE Group,California,CBRE%20Group--N00033030,N00033030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCAP,507716664,Crescent Capital,California,Crescent%20Capital--N00034044,N00034044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCBG,454013598,City Bank,Florida,City%20Bank--N00038285,N00038285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCIV,7640266500,Churchill Capital,None,Churchill%20Capital--N00027709,N00027709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,32424159109,Carnival Corp,Florida,Carnival%20Corp--N00003280,N00003280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCV,643750000,Churchill Capital,None,Churchill%20Capital--N00027709,N00027709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCX,865950000,Churchill Capital,None,Churchill%20Capital--N00027709,N00027709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,13025469419,Carlyle Group,None,Carlyle%20Group--N00001024,N00001024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCL,0,CHS Inc,Minnesota,CHS%20Inc--N00026041,N00026041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCM,0,CHS Inc,Minnesota,CHS%20Inc--N00026041,N00026041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCN,0,CHS Inc,Minnesota,CHS%20Inc--N00026041,N00026041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCO,0,CHS Inc,Minnesota,CHS%20Inc--N00026041,N00026041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCP,0,CHS Inc,Minnesota,CHS%20Inc--N00026041,N00026041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR,1.31E+11,Charter Communications,Connecticut,Charter%20Communications--N00004961,N00004961,Charter%20Communications--N00035492,N00035492,Charter%20Communications--N00037019,N00037019,Charter%20Communications--N00038809,N00038809,Charter%20Communications--N00039293,N00039293,Charter%20Communications--N00042808,N00042808,Charter%20Communications--N00042868,N00042868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,84242211300,Cigna Corp,Connecticut,Cigna%20Corp--N00024842,N00024842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLF,8022079773,Cleveland-Cliffs,Ohio,Cleveland-Cliffs--N00003522,N00003522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLNE,2872780317,Energy Fuels,California,Energy%20Fuels--N00006236,N00006236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLX,23792161375,Clorox Co,California,Clorox%20Co--N00007364,N00007364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMCSA,2.61E+11,Comcast Corp,Pennsylvania,Comcast%20Corp--N00000362,N00000362,Comcast%20Corp--N00026106,N00026106,Comcast%20Corp--N00027035,N00027035,Comcast%20Corp--N00027459,N00027459,Comcast%20Corp--N00027510,N00027510,Comcast%20Corp--N00027514,N00027514,Comcast%20Corp--N00028138,N00028138,Comcast%20Corp--N00028152,N00028152,Comcast%20Corp--N00029303,N00029303,Comcast%20Corp--N00029416,N00029416,Comcast%20Corp--N00029562,N00029562,Comcast%20Corp--N00029675,N00029675,Comcast%20Corp--N00030184,N00030184,Comcast%20Corp--N00030752,N00030752,Comcast%20Corp--N00031227,N00031227,Comcast%20Corp--N00031820,N00031820,Comcast%20Corp--N00031877,N00031877,Comcast%20Corp--N00032088,N00032088,Comcast%20Corp--N00033449,N00033449,Comcast%20Corp--N00033518,N00033518,Comcast%20Corp--N00034120,N00034120,Comcast%20Corp--N00034128,N00034128,Comcast%20Corp--N00035215,N00035215,Comcast%20Corp--N00035267,N00035267,Comcast%20Corp--N00035278,N00035278,Comcast%20Corp--N00035307,N00035307,Comcast%20Corp--N00035825,N00035825,Comcast%20Corp--N00036154,N00036154,Comcast%20Corp--N00036944,N00036944,Comcast%20Corp--N00037019,N00037019,Comcast%20Corp--N00038414,N00038414,Comcast%20Corp--N00038450,N00038450,Comcast%20Corp--N00038779,N00038779,Comcast%20Corp--N00040007,N00040007,Comcast%20Corp--N00040133,N00040133,Comcast%20Corp--N00040949,N00040949,Comcast%20Corp--N00041080,N00041080,Comcast%20Corp--N00041221,N00041221,Comcast%20Corp--N00041871,N00041871,Comcast%20Corp--N00041956,N00041956,Comcast%20Corp--N00041997,N00041997,Comcast%20Corp--N00042164,N00042164,Comcast%20Corp--N00042237,N00042237,Comcast%20Corp--N00042296,N00042296,Comcast%20Corp--N00042353,N00042353,Comcast%20Corp--N00042706,N00042706,Comcast%20Corp--N00042715,N00042715,Comcast%20Corp--N00042813,N00042813,Comcast%20Corp--N00042894,N00042894,Comcast%20Corp--N00044065,N00044065,,,,,,,,
CME,74422062998,CME Group,Illinois,CME%20Group--N00034349,N00034349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMI,39341886681,Cummins Inc,Indiana,Cummins%20Inc--N00007364,N00007364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,16836729238,CMS Energy,Michigan,CMS%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS^B,0,CMS Energy,None,CMS%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSA,0,CMS Energy,Michigan,CMS%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSC,0,CMS Energy,Michigan,CMS%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSD,0,CMS Energy,Michigan,CMS%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC,36605466001,Centene Corp,Missouri,Centene%20Corp--N00006460,N00006460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNHI,20634146260,CNH Industrial,London,CNH%20Industrial--N00042868,N00042868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNK,2893440084,Cinemark Holdings,Texas,Cinemark%20Holdings--N00035972,N00035972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNS,3235700450,Cohen,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF,58832818761,Capital One Financial,Virginia,Capital%20One%20Financial--N00006897,N00006897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF^G,0,Capital One Financial,None,Capital%20One%20Financial--N00006897,N00006897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF^H,0,Capital One Financial,None,Capital%20One%20Financial--N00006897,N00006897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF^I,0,Capital One Financial,None,Capital%20One%20Financial--N00006897,N00006897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF^J,0,Capital One Financial,None,Capital%20One%20Financial--N00006897,N00006897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF^K,0,Capital One Financial,None,Capital%20One%20Financial--N00006897,N00006897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COHN,37863409,Cohen & Co,None,Cohen%20&%20Co--N00041690,N00041690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COKE,2905843590,Coca-Cola Co,North Carolina,Coca-Cola%20Co--N00030788,N00030788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLM,6904155024,Columbia Sportswear,Oregon,Columbia%20Sportswear--N00007724,N00007724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP,75506812494,ConocoPhillips,Texas,ConocoPhillips--N00007999,N00007999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPRT,25610851082,Copart Inc,Texas,Copart%20Inc--N00003105,N00003105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPT,10655820921,Camden Property Trust,Texas,Camden%20Property%20Trust--N00031545,N00031545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,36398715200,CRH PLC,Dublin,CRH%20PLC--N00035527,N00035527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRHC,1053630000,Robbins,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,2.09E+11,Cisco Systems,None,Cisco%20Systems--N00007335,N00007335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSL,8403770923,Carlisle Companies,Arizona,Carlisle%20Companies--N00025445,N00025445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSX,69692962301,CSX Corp,Florida,CSX%20Corp--N00030770,N00030770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAS,36142910868,Cintas Corp,None,Cintas%20Corp--N00003689,N00003689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
